run_a,run_b,jaccard,n_axes_differing,axes_differing,single_axis,metric_a,metric_b,percentile_a,percentile_b,duration_a,duration_b,window_a,window_b
TMAX_P85_3D__w15,TMIN_P95_3D__w05,0.1845,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,w15,w05
TMIN_P90_2D__w05,TMAX_P95_2D__w15,0.1858,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w05,w15
TMAX_P90_3D__month,TMIN_P95_3D__w15,0.1862,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month,w15
TMAX_P95_2D__w05,TMIN_P85_3D__w05,0.1865,3,metric+percentile+duration,,TMAX,TMIN,95,85,2,3,w05,w05
TMAX_P85_3D__month_pm7,TMIN_P95_3D__month,0.1867,3,metric+percentile+window,,TMAX,TMIN,85,95,3,3,month_pm7,month
TMAX_P90_2D__w15,TMIN_P95_2D__month_pm7,0.1872,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w15,month_pm7
TMIN_P90_2D__month,TMAX_P95_2D__w05,0.188,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month,w05
TMIN_P95_2D__w15,TMAX_P95_3D__w05,0.1883,3,metric+duration+window,,TMIN,TMAX,95,95,2,3,w15,w05
TMAX_P90_3D__month,TMIN_P95_3D__month_pm7,0.1884,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month,month_pm7
TMAX_P90_3D__month,TMIN_P95_3D__w05,0.1889,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month,w05
TMIN_P90_2D__month_pm7,TMAX_P95_2D__w05,0.1891,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month_pm7,w05
TMAX_P90_3D__month_pm7,TMIN_P95_3D__w15,0.1896,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month_pm7,w15
TMAX_P90_2D__w05,TMIN_P95_2D__month,0.1904,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w05,month
TMAX_P90_3D__month_pm7,TMIN_P95_3D__w05,0.1912,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month_pm7,w05
TMIN_P90_2D__month_pm7,TMAX_P95_2D__month,0.1914,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,month_pm7,month
TMAX_P95_2D__month,TMIN_P90_3D__month,0.1918,3,metric+percentile+duration,,TMAX,TMIN,95,90,2,3,month,month
TMAX_P90_3D__w05,TMIN_P95_3D__w15,0.1918,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w05,w15
TMAX_P85_2D__w05,TMIN_P95_2D__w15,0.1925,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w05,w15
TMAX_P85_2D__month,TMIN_P95_2D__w15,0.1935,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month,w15
TMAX_P95_2D__w15,TMIN_P90_3D__w15,0.1936,3,metric+percentile+duration,,TMAX,TMIN,95,90,2,3,w15,w15
TMAX_P90_2D__w15,TMIN_P95_2D__month,0.1945,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w15,month
TMAX_P85_2D__month,TMIN_P95_2D__month_pm7,0.1959,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month,month_pm7
TMAX_P85_2D__w05,TMAX_P95_3D__month_pm7,0.1971,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w05,month_pm7
TMIN_P90_2D__w15,TMAX_P95_2D__w05,0.1973,3,metric+percentile+window,,TMIN,TMAX,90,95,2,2,w15,w05
TMAX_P85_2D__month_pm7,TMIN_P95_2D__w15,0.1973,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month_pm7,w15
TMAX_P95_3D__month_pm7,MHI_P90_3D__w05,0.1976,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month_pm7,w05
TMAX_P90_3D__month_pm7,TMIN_P95_3D__month,0.1982,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,month_pm7,month
TMAX_P85_2D__month,TMIN_P95_2D__w05,0.1986,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month,w05
TMAX_P95_2D__w05,TMIN_P90_3D__w05,0.1996,3,metric+percentile+duration,,TMAX,TMIN,95,90,2,3,w05,w05
MHI_P90_2D__month_pm7,TMAX_P95_3D__month_pm7,0.2012,3,metric+percentile+duration,,MHI,TMAX,90,95,2,3,month_pm7,month_pm7
TMAX_P90_3D__w15,TMIN_P95_3D__w05,0.2015,3,metric+percentile+window,,TMAX,TMIN,90,95,3,3,w15,w05
TMAX_P85_2D__month_pm7,TMIN_P95_2D__w05,0.2016,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month_pm7,w05
TMAX_P95_3D__month_pm7,MHI_P90_3D__w15,0.2019,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month_pm7,w15
TMAX_P90_2D__month,TMIN_P95_2D__w15,0.2027,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month,w15
TMAX_P85_2D__w15,TMIN_P95_2D__w05,0.203,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,w15,w05
TMAX_P90_2D__month,TMIN_P95_2D__w05,0.204,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month,w05
TMAX_P85_2D__w15,TMAX_P95_3D__month_pm7,0.204,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w15,month_pm7
TMAX_P90_2D__month_pm7,TMIN_P95_2D__w15,0.2044,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month_pm7,w15
TMAX_P90_2D__month_pm7,TMIN_P95_2D__w05,0.2046,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month_pm7,w05
TMAX_P90_2D__w05,TMIN_P95_2D__w15,0.2055,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w05,w15
TMAX_P85_2D__month,TMAX_P95_3D__month_pm7,0.2075,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month,month_pm7
TMAX_P90_2D__month,TMIN_P95_2D__month_pm7,0.2086,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month,month_pm7
TMAX_P90_3D__month_pm7,TMIN_P85_3D__w05,0.2086,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month_pm7,w05
TMIN_P90_2D__w05,TMAX_P90_3D__month_pm7,0.209,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w05,month_pm7
TMAX_P85_2D__month_pm7,TMIN_P95_2D__month,0.21,3,metric+percentile+window,,TMAX,TMIN,85,95,2,2,month_pm7,month
TMIN_P85_2D__w05,TMIN_P95_3D__month_pm7,0.2105,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w05,month_pm7
TMAX_P90_3D__month_pm7,TMIN_P85_3D__w15,0.2111,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month_pm7,w15
TMAX_P90_2D__w05,TMIN_P90_3D__month_pm7,0.2119,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w05,month_pm7
TMIN_P90_2D__w15,TMAX_P90_3D__month_pm7,0.2119,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w15,month_pm7
TMIN_P95_2D__w15,TMAX_P85_3D__w15,0.2119,3,metric+percentile+duration,,TMIN,TMAX,95,85,2,3,w15,w15
TMAX_P90_2D__w15,TMIN_P95_2D__w05,0.2124,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,w15,w05
TMIN_P85_2D__month_pm7,TMAX_P90_3D__month_pm7,0.2139,3,metric+percentile+duration,,TMIN,TMAX,85,90,2,3,month_pm7,month_pm7
MHI_P90_2D__month,TMAX_P95_3D__month,0.2141,3,metric+percentile+duration,,MHI,TMAX,90,95,2,3,month,month
MHI_P90_2D__w15,TMAX_P95_3D__w15,0.2144,3,metric+percentile+duration,,MHI,TMAX,90,95,2,3,w15,w15
TMIN_P95_2D__month_pm7,TMAX_P90_3D__month_pm7,0.2145,3,metric+percentile+duration,,TMIN,TMAX,95,90,2,3,month_pm7,month_pm7
TMAX_P90_2D__w15,TMIN_P90_3D__month_pm7,0.2146,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w15,month_pm7
TMIN_P95_2D__w05,TMAX_P85_3D__w05,0.2148,3,metric+percentile+duration,,TMIN,TMAX,95,85,2,3,w05,w05
TMIN_P95_2D__month_pm7,TMAX_P85_3D__month_pm7,0.2152,3,metric+percentile+duration,,TMIN,TMAX,95,85,2,3,month_pm7,month_pm7
TMAX_P90_2D__w05,TMIN_P90_3D__month,0.2158,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w05,month
TMIN_P85_2D__month,TMIN_P95_3D__month_pm7,0.2163,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month,month_pm7
TMIN_P95_2D__w05,TMAX_P90_3D__w05,0.217,3,metric+percentile+duration,,TMIN,TMAX,95,90,2,3,w05,w05
TMIN_P90_2D__w05,TMAX_P90_3D__month,0.2172,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w05,month
TMIN_P85_2D__w15,TMIN_P95_3D__month_pm7,0.2172,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w15,month_pm7
TMIN_P95_2D__w15,TMAX_P90_3D__w15,0.2177,3,metric+percentile+duration,,TMIN,TMAX,95,90,2,3,w15,w15
TMAX_P90_2D__month_pm7,TMIN_P95_2D__month,0.2179,3,metric+percentile+window,,TMAX,TMIN,90,95,2,2,month_pm7,month
TMAX_P90_3D__month,TMIN_P85_3D__w05,0.218,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month,w05
TMAX_P90_2D__w15,TMIN_P90_3D__month,0.2181,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w15,month
TMIN_P95_2D__month,TMAX_P90_3D__month,0.2182,3,metric+percentile+duration,,TMIN,TMAX,95,90,2,3,month,month
TMIN_P85_2D__w15,TMAX_P90_3D__w15,0.2184,3,metric+percentile+duration,,TMIN,TMAX,85,90,2,3,w15,w15
TMAX_P95_3D__month,MHI_P90_3D__w05,0.2186,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month,w05
TMIN_P90_2D__w15,TMAX_P90_3D__month,0.2196,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w15,month
TMIN_P95_2D__month,TMAX_P85_3D__month,0.22,3,metric+percentile+duration,,TMIN,TMAX,95,85,2,3,month,month
TMAX_P90_3D__month,TMIN_P85_3D__w15,0.2204,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month,w15
TMAX_P90_3D__w15,TMIN_P85_3D__month,0.2206,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w15,month
TMIN_P90_2D__month,TMAX_P90_3D__w15,0.2211,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month,w15
TMAX_P95_3D__month,MHI_P90_3D__w15,0.2212,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month,w15
TMAX_P90_2D__month_pm7,TMIN_P90_3D__w15,0.2214,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month_pm7,w15
TMAX_P90_3D__w15,TMIN_P85_3D__month_pm7,0.2215,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w15,month_pm7
TMIN_P90_2D__month_pm7,TMAX_P90_3D__w15,0.2217,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month_pm7,w15
TMAX_P90_2D__month_pm7,TMIN_P90_3D__w05,0.2224,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month_pm7,w05
TMIN_P90_2D__month,TMAX_P90_3D__w05,0.2229,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month,w05
TMIN_P90_2D__month_pm7,TMAX_P90_3D__w05,0.2229,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month_pm7,w05
TMAX_P90_2D__month,TMIN_P90_3D__w15,0.2235,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month,w15
TMIN_P85_2D__w05,TMAX_P90_3D__w05,0.2235,3,metric+percentile+duration,,TMIN,TMAX,85,90,2,3,w05,w05
TMAX_P90_3D__w05,TMIN_P85_3D__month,0.2235,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w05,month
TMIN_P85_2D__month,TMAX_P90_3D__month,0.2236,3,metric+percentile+duration,,TMIN,TMAX,85,90,2,3,month,month
TMAX_P90_3D__w05,TMIN_P85_3D__month_pm7,0.2238,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w05,month_pm7
TMAX_P90_2D__month,TMIN_P90_3D__w05,0.225,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month,w05
TMAX_P95_3D__month_pm7,MHI_P90_3D__month,0.2259,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month_pm7,month
TMAX_P90_3D__month_pm7,TMIN_P85_3D__month,0.2265,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month_pm7,month
TMAX_P90_2D__month_pm7,TMIN_P85_2D__w05,0.2278,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month_pm7,w05
TMIN_P85_2D__w05,TMIN_P95_3D__w15,0.2278,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w05,w15
TMIN_P90_3D__month_pm7,TMAX_P85_3D__w05,0.2279,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month_pm7,w05
TMAX_P90_2D__w05,TMIN_P90_3D__w15,0.2285,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w05,w15
TMIN_P90_2D__month,TMAX_P90_3D__month_pm7,0.2285,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month,month_pm7
MHI_P90_2D__w05,TMAX_P95_3D__w05,0.2292,3,metric+percentile+duration,,MHI,TMAX,90,95,2,3,w05,w05
TMAX_P85_2D__w05,TMAX_P95_3D__month,0.2294,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w05,month
TMAX_P90_2D__month_pm7,TMIN_P85_2D__w15,0.2304,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month_pm7,w15
TMIN_P90_2D__w05,TMAX_P90_3D__w15,0.2304,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w05,w15
TMAX_P95_2D__month_pm7,MHI_P90_2D__w05,0.2307,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month_pm7,w05
TMIN_P85_2D__w05,TMIN_P95_3D__month,0.2309,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w05,month
TMAX_P90_3D__w15,TMIN_P85_3D__w05,0.2313,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w15,w05
TMAX_P95_3D__w15,MHI_P90_3D__month,0.2314,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w15,month
TMIN_P90_3D__month_pm7,TMAX_P85_3D__w15,0.2316,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month_pm7,w15
TMIN_P90_3D__month,TMAX_P85_3D__w05,0.2326,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month,w05
TMAX_P85_2D__w15,TMIN_P90_3D__w15,0.2329,3,metric+percentile+duration,,TMAX,TMIN,85,90,2,3,w15,w15
TMAX_P85_2D__w05,TMAX_P95_3D__w15,0.2332,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w05,w15
TMAX_P90_2D__w15,TMIN_P90_3D__w05,0.2333,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,w15,w05
TMIN_P85_2D__month,TMIN_P95_3D__w15,0.2333,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month,w15
TMIN_P90_2D__w15,TMAX_P90_3D__w05,0.2348,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,w15,w05
TMIN_P90_3D__month,TMAX_P85_3D__w15,0.2357,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month,w15
TMAX_P85_2D__w05,TMIN_P90_3D__w05,0.2363,3,metric+percentile+duration,,TMAX,TMIN,85,90,2,3,w05,w05
TMAX_P95_2D__month_pm7,MHI_P90_2D__w15,0.2366,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month_pm7,w15
TMAX_P90_3D__w05,TMIN_P85_3D__w15,0.2367,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,w05,w15
TMAX_P90_2D__month,TMIN_P90_3D__month_pm7,0.237,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month,month_pm7
TMAX_P90_2D__month_pm7,TMIN_P90_3D__month,0.2373,3,metric+duration+window,,TMAX,TMIN,90,90,2,3,month_pm7,month
TMAX_P90_2D__month,TMIN_P85_2D__w05,0.2375,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month,w05
TMAX_P85_2D__w15,TMAX_P95_3D__month,0.2381,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w15,month
TMIN_P85_2D__w15,TMIN_P95_3D__month,0.2385,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w15,month
TMIN_P90_2D__month_pm7,TMAX_P90_3D__month,0.2386,3,metric+duration+window,,TMIN,TMAX,90,90,2,3,month_pm7,month
TMAX_P95_3D__w15,MHI_P90_3D__month_pm7,0.2387,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w15,month_pm7
TMAX_P90_3D__month,TMIN_P85_3D__month_pm7,0.2389,3,metric+percentile+window,,TMAX,TMIN,90,85,3,3,month,month_pm7
TMAX_P90_2D__w15,TMIN_P85_2D__month_pm7,0.24,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w15,month_pm7
TMAX_P90_2D__month,TMIN_P85_2D__w15,0.24,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month,w15
TMAX_P90_2D__w15,TMIN_P85_2D__month,0.2405,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w15,month
TMAX_P85_2D__month,TMAX_P95_3D__w15,0.2407,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month,w15
TMAX_P90_2D__w05,TMIN_P85_2D__month_pm7,0.2425,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w05,month_pm7
TMIN_P90_3D__w15,TMAX_P85_3D__month,0.2426,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w15,month
TMIN_P85_2D__month_pm7,TMIN_P95_3D__w15,0.2431,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month_pm7,w15
TMIN_P90_3D__w15,TMAX_P85_3D__month_pm7,0.2433,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w15,month_pm7
TMAX_P90_2D__w05,TMIN_P85_2D__month,0.2436,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w05,month
TMAX_P85_2D__month_pm7,TMIN_P90_3D__month_pm7,0.2438,3,metric+percentile+duration,,TMAX,TMIN,85,90,2,3,month_pm7,month_pm7
TMIN_P90_3D__w05,TMAX_P85_3D__month,0.2444,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w05,month
TMIN_P90_3D__w05,TMAX_P85_3D__month_pm7,0.2445,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w05,month_pm7
TMAX_P95_3D__w05,MHI_P90_3D__month,0.2455,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w05,month
TMIN_P90_3D__w15,TMAX_P85_3D__w05,0.2458,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w15,w05
TMAX_P90_2D__w15,TMIN_P85_3D__w15,0.2459,3,metric+percentile+duration,,TMAX,TMIN,90,85,2,3,w15,w15
TMAX_P90_2D__month_pm7,TMIN_P85_3D__month_pm7,0.2466,3,metric+percentile+duration,,TMAX,TMIN,90,85,2,3,month_pm7,month_pm7
TMIN_P90_2D__month_pm7,TMAX_P85_2D__w05,0.2472,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month_pm7,w05
TMAX_P90_2D__month_pm7,TMIN_P85_2D__month,0.2478,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month_pm7,month
TMAX_P85_2D__month,TMIN_P90_3D__month,0.2481,3,metric+percentile+duration,,TMAX,TMIN,85,90,2,3,month,month
TMAX_P90_2D__w05,TMIN_P85_3D__w05,0.2486,3,metric+percentile+duration,,TMAX,TMIN,90,85,2,3,w05,w05
TMIN_P85_2D__month_pm7,TMIN_P95_3D__month,0.2487,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month_pm7,month
TMIN_P90_2D__month_pm7,TMAX_P85_2D__w15,0.2498,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month_pm7,w15
TMAX_P90_2D__w15,TMIN_P85_2D__w05,0.2499,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w15,w05
TMAX_P95_3D__w05,MHI_P90_3D__month_pm7,0.2501,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w05,month_pm7
TMAX_P95_2D__month,MHI_P90_2D__w05,0.2512,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month,w05
TMIN_P90_3D__w05,TMAX_P85_3D__w15,0.2525,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,w05,w15
TMAX_P95_3D__w15,MHI_P90_3D__w05,0.2525,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w15,w05
TMIN_P85_2D__w05,TMAX_P85_3D__month_pm7,0.2534,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w05,month_pm7
TMIN_P90_2D__month,TMAX_P85_2D__w05,0.2536,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month,w05
TMAX_P85_2D__month_pm7,TMAX_P95_3D__w15,0.2544,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month_pm7,w15
TMAX_P85_2D__w05,TMIN_P85_3D__month_pm7,0.2548,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w05,month_pm7
TMIN_P85_2D__month,TMIN_P95_3D__w05,0.2551,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month,w05
TMAX_P90_2D__month,TMIN_P85_3D__month,0.2554,3,metric+percentile+duration,,TMAX,TMIN,90,85,2,3,month,month
TMAX_P90_2D__w05,TMIN_P85_2D__w15,0.2555,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,w05,w15
TMAX_P95_2D__month,MHI_P90_2D__w15,0.2557,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month,w15
TMIN_P90_2D__month,TMAX_P85_2D__w15,0.2558,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,month,w15
TMAX_P85_2D__w15,TMIN_P85_3D__month_pm7,0.2564,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w15,month_pm7
TMIN_P85_2D__w15,TMAX_P85_3D__month_pm7,0.2567,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w15,month_pm7
TMIN_P90_3D__month_pm7,TMAX_P85_3D__month,0.2579,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month_pm7,month
TMAX_P90_2D__month,TMIN_P85_2D__month_pm7,0.2591,3,metric+percentile+window,,TMAX,TMIN,90,85,2,2,month,month_pm7
TMAX_P85_2D__month_pm7,TMAX_P95_3D__month,0.2592,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month_pm7,month
TMIN_P85_2D__w15,TMIN_P95_3D__w05,0.2596,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,w15,w05
TMAX_P85_2D__w05,TMIN_P85_3D__month,0.2601,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w05,month
TMIN_P85_2D__w05,TMAX_P85_3D__month,0.2604,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w05,month
TMIN_P85_2D__month_pm7,TMAX_P85_3D__w15,0.2606,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month_pm7,w15
TMAX_P85_2D__w15,TMIN_P85_3D__month,0.2613,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w15,month
TMIN_P85_2D__month,TMAX_P85_3D__w15,0.2616,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month,w15
TMAX_P95_3D__month,MHI_P90_3D__month_pm7,0.2616,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,month,month_pm7
TMIN_P85_2D__month_pm7,TMAX_P85_3D__w05,0.2621,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month_pm7,w05
TMIN_P90_3D__month,TMAX_P85_3D__month_pm7,0.2622,3,metric+percentile+window,,TMIN,TMAX,90,85,3,3,month,month_pm7
TMIN_P90_2D__w05,TMAX_P85_2D__month_pm7,0.2624,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w05,month_pm7
TMIN_P90_2D__w15,TMAX_P85_2D__month_pm7,0.2624,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w15,month_pm7
TMIN_P90_2D__w15,TMAX_P85_2D__month,0.2631,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w15,month
TMIN_P85_2D__w15,TMAX_P85_3D__month,0.2636,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w15,month
TMIN_P85_2D__month,TMAX_P85_3D__w05,0.2636,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,month,w05
TMIN_P90_2D__w05,TMAX_P85_2D__month,0.2639,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w05,month
TMIN_P90_2D__w15,TMAX_P85_3D__w15,0.2643,3,metric+percentile+duration,,TMIN,TMAX,90,85,2,3,w15,w15
TMAX_P95_2D__month_pm7,MHI_P90_2D__month,0.2643,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,month_pm7,month
TMAX_P85_2D__month_pm7,TMIN_P85_3D__w15,0.2648,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month_pm7,w15
TMAX_P85_2D__month_pm7,TMIN_P85_3D__w05,0.2649,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month_pm7,w05
TMIN_P85_2D__month_pm7,TMIN_P95_3D__w05,0.2651,3,percentile+duration+window,,TMIN,TMIN,85,95,2,3,month_pm7,w05
TMAX_P95_2D__w15,MHI_P90_2D__month,0.2669,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w15,month
TMIN_P90_2D__w05,TMAX_P85_3D__w05,0.267,3,metric+percentile+duration,,TMIN,TMAX,90,85,2,3,w05,w05
TMAX_P85_2D__month,TMIN_P85_3D__w15,0.2674,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month,w15
TMIN_P90_2D__w15,TMAX_P85_2D__w05,0.2676,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w15,w05
TMAX_P85_2D__month,TMIN_P85_3D__w05,0.2678,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,month,w05
TMAX_P85_2D__month,TMAX_P95_3D__w05,0.2684,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,month,w05
TMIN_P90_2D__w05,TMAX_P85_2D__w15,0.2717,3,metric+percentile+window,,TMIN,TMAX,90,85,2,2,w05,w15
TMIN_P85_2D__w05,TMAX_P85_3D__w15,0.2719,3,metric+duration+window,,TMIN,TMAX,85,85,2,3,w05,w15
TMAX_P85_2D__w05,TMIN_P85_3D__w15,0.272,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w05,w15
TMIN_P90_2D__month_pm7,TMAX_P85_3D__month_pm7,0.2729,3,metric+percentile+duration,,TMIN,TMAX,90,85,2,3,month_pm7,month_pm7
TMAX_P85_2D__w15,TMAX_P95_3D__w05,0.2731,3,percentile+duration+window,,TMAX,TMAX,85,95,2,3,w15,w05
TMAX_P95_2D__w15,MHI_P90_2D__month_pm7,0.2733,3,metric+percentile+window,,TMAX,MHI,95,90,2,2,w15,month_pm7
TMAX_P95_3D__w05,MHI_P90_3D__w15,0.2735,3,metric+percentile+window,,TMAX,MHI,95,90,3,3,w05,w15
TMAX_P85_2D__w15,TMIN_P85_3D__w05,0.2749,3,metric+duration+window,,TMAX,TMIN,85,85,2,3,w15,w05
