event_label,county_fips,county_name,start_date,end_date,event_duration_days,peak_mean_hi_f,peak_day_date,peak_day_tmax_f,peak_day_tmean_f,peak_day_rmin_pct,peak_day_threshold_f,tmax_max_f,tmean_mean_f,peak_exceedance_f,cumulative_exceedance_f,n_imputed_days,event_contains_imputed_day,onset_year
48093_2023_007,48093,Comanche,2023-04-03,2023-04-04,2.0,81.21,2023-04-04,91.9,80.5,25.9,74.2,96.08,78.26,7.02,8.27,0,False,2023
48093_2023_008,48093,Comanche,2023-05-05,2023-05-06,2.0,87.2,2023-05-05,99.0,83.5,29.2,79.9,98.96,81.46,7.32,7.48,0,False,2023
48093_2023_009,48093,Comanche,2023-06-14,2023-06-15,2.0,92.25,2023-06-14,99.0,86.0,36.0,91.1,100.04,86.27,1.17,1.8,0,False,2023
48093_2023_010,48093,Comanche,2023-06-19,2023-06-22,4.0,98.96,2023-06-19,109.9,91.9,19.8,91.7,111.92,90.07,7.25,11.3,0,False,2023
48093_2023_011,48093,Comanche,2023-06-24,2023-06-29,6.0,100.4,2023-06-25,109.9,94.5,19.7,92.9,109.94,93.24,7.51,16.75,0,False,2023
48093_2023_012,48093,Comanche,2023-07-05,2023-07-06,2.0,97.19,2023-07-06,102.9,88.0,33.4,94.4,102.92,88.21,2.84,4.17,0,False,2023
48093_2023_013,48093,Comanche,2023-07-08,2023-07-15,8.0,107.85,2023-07-09,108.0,94.0,27.7,94.6,111.92,94.11,13.3,65.53,0,False,2023
48093_2023_014,48093,Comanche,2023-07-18,2023-07-20,3.0,100.38,2023-07-20,113.0,96.5,14.2,95.0,113.0,96.32,5.35,9.84,0,False,2023
48093_2023_015,48093,Comanche,2023-07-25,2023-07-26,2.0,96.05,2023-07-26,109.0,92.5,19.9,94.8,109.04,92.98,1.26,2.25,0,False,2023
48093_2023_016,48093,Comanche,2023-07-31,2023-08-13,14.0,106.57,2023-08-11,113.0,98.5,17.9,96.6,113.0,96.17,9.95,75.07,0,False,2023
48093_2023_017,48093,Comanche,2023-08-17,2023-08-22,6.0,100.41,2023-08-18,114.1,98.1,10.6,95.6,116.06,94.86,4.78,14.31,0,False,2023
48093_2023_018,48093,Comanche,2023-08-24,2023-08-26,3.0,98.97,2023-08-26,111.0,95.5,16.4,94.0,114.08,95.06,4.97,10.82,0,False,2023
48093_2023_019,48093,Comanche,2023-09-04,2023-09-08,5.0,100.59,2023-09-05,108.0,94.0,23.7,91.1,111.92,94.19,9.53,30.8,0,False,2023
48093_2023_020,48093,Comanche,2023-09-20,2023-09-24,5.0,103.35,2023-09-24,102.9,90.5,31.7,87.1,102.92,87.6,16.25,37.15,0,False,2023
48093_2023_021,48093,Comanche,2023-09-29,2023-09-30,2.0,86.27,2023-09-29,98.1,84.0,29.1,85.8,98.06,83.3,0.59,1.02,0,False,2023
48093_2023_022,48093,Comanche,2023-10-26,2023-10-27,2.0,76.39,2023-10-27,87.1,75.6,52.2,74.8,87.08,75.56,1.55,2.87,0,False,2023
48093_2023_023,48093,Comanche,2023-11-06,2023-11-08,3.0,77.44,2023-11-08,88.0,77.0,35.4,71.7,87.98,75.35,5.74,9.96,0,False,2023
48093_2024_001,48093,Comanche,2024-02-20,2024-02-22,3.0,71.75,2024-02-20,82.9,72.5,18.3,65.6,82.94,69.98,6.17,9.48,0,False,2024
48093_2024_002,48093,Comanche,2024-02-25,2024-02-27,3.0,78.49,2024-02-26,93.0,79.0,17.3,65.8,93.02,73.31,12.74,20.82,0,False,2024
48093_2024_003,48093,Comanche,2024-03-02,2024-03-04,3.0,72.13,2024-03-04,82.0,72.1,37.1,67.4,84.02,70.34,4.71,8.33,0,False,2024
48093_2024_004,48093,Comanche,2024-03-13,2024-03-14,2.0,74.9,2024-03-14,82.0,74.5,42.5,70.0,82.94,73.49,4.86,7.26,0,False,2024
48093_2024_005,48093,Comanche,2024-04-14,2024-04-16,3.0,77.2,2024-04-16,91.0,77.5,26.6,75.9,91.04,76.67,1.31,2.9,0,False,2024
48093_2024_006,48093,Comanche,2024-05-07,2024-05-08,2.0,84.56,2024-05-08,96.1,83.6,26.7,81.9,96.08,82.54,2.62,4.27,0,False,2024
48093_2024_007,48093,Comanche,2024-05-21,2024-05-22,2.0,86.75,2024-05-21,91.0,82.0,49.5,85.0,93.02,81.54,1.77,2.9,0,False,2024
48093_2024_008,48093,Comanche,2024-05-24,2024-05-25,2.0,90.48,2024-05-25,96.1,83.6,46.0,85.8,96.08,83.03,4.63,6.19,0,False,2024
48093_2024_009,48093,Comanche,2024-06-02,2024-06-04,3.0,93.75,2024-06-04,99.0,87.4,35.2,90.0,98.96,85.1,3.78,7.1,0,False,2024
48093_2024_010,48093,Comanche,2024-06-16,2024-06-17,2.0,93.01,2024-06-16,96.1,85.0,46.2,91.5,96.08,85.01,1.54,2.63,0,False,2024
48093_2024_011,48093,Comanche,2024-06-23,2024-07-01,9.0,105.79,2024-06-26,104.0,91.0,35.0,93.4,105.98,89.39,12.38,55.2,0,False,2024
48093_2024_012,48093,Comanche,2024-07-03,2024-07-04,2.0,99.58,2024-07-04,106.0,91.5,27.4,94.6,105.98,90.72,5.0,5.06,0,False,2024
48093_2024_013,48093,Comanche,2024-07-15,2024-07-16,2.0,98.18,2024-07-16,107.1,92.6,22.4,95.4,107.06,91.31,2.82,4.46,0,False,2024
48093_2024_014,48093,Comanche,2024-07-29,2024-07-31,3.0,100.1,2024-07-31,102.9,90.0,30.7,95.6,102.92,88.49,4.45,7.42,0,False,2024
48093_2024_015,48093,Comanche,2024-08-11,2024-08-20,10.0,104.84,2024-08-17,109.0,94.0,24.4,96.6,114.08,93.05,8.25,41.23,0,False,2024
48093_2024_016,48093,Comanche,2024-08-22,2024-08-24,3.0,105.55,2024-08-23,111.9,95.4,21.7,95.0,116.06,93.83,10.57,22.73,0,False,2024
48093_2024_017,48093,Comanche,2024-09-14,2024-09-15,2.0,94.76,2024-09-15,100.9,86.0,38.6,88.6,100.94,86.5,6.13,11.03,0,False,2024
48093_2024_018,48093,Comanche,2024-09-19,2024-09-21,3.0,96.87,2024-09-19,100.9,87.4,37.8,88.1,100.94,85.67,8.79,15.88,0,False,2024
48093_2024_019,48093,Comanche,2024-10-12,2024-10-13,2.0,80.75,2024-10-13,96.1,81.5,13.0,78.9,96.08,81.23,1.89,3.12,0,False,2024
48093_2024_020,48093,Comanche,2024-10-22,2024-10-23,2.0,79.51,2024-10-23,93.0,79.0,31.4,76.2,93.02,78.26,3.26,4.89,0,False,2024
48093_2024_021,48093,Comanche,2024-10-28,2024-10-30,3.0,80.58,2024-10-30,88.0,79.5,45.0,74.0,89.06,78.35,6.54,12.92,0,False,2024
48093_2024_022,48093,Comanche,2024-12-14,2024-12-17,4.0,70.07,2024-12-16,82.0,70.0,44.3,61.5,82.04,66.49,8.58,17.49,0,False,2024
48093_2025_001,48093,Comanche,2025-02-02,2025-02-03,2.0,71.8,2025-02-03,88.0,73.0,13.5,61.7,87.98,70.74,10.1,14.95,0,False,2025
48093_2025_002,48093,Comanche,2025-02-05,2025-02-08,4.0,71.77,2025-02-06,88.0,72.0,23.8,61.6,91.94,67.75,10.19,21.72,0,False,2025
48093_2025_003,48093,Comanche,2025-03-12,2025-03-13,2.0,71.11,2025-03-13,87.1,73.0,7.0,69.9,87.08,72.5,1.19,2.06,0,False,2025
48093_2025_004,48093,Comanche,2025-03-25,2025-03-26,2.0,74.09,2025-03-26,84.0,74.0,33.6,72.5,93.92,73.98,1.57,2.55,0,False,2025
48093_2025_005,48093,Comanche,2025-05-22,2025-05-25,4.0,89.47,2025-05-25,98.1,84.0,33.3,86.1,102.02,84.13,3.37,8.97,0,False,2025
48093_2025_006,48093,Comanche,2025-06-07,2025-06-08,2.0,93.24,2025-06-08,100.0,85.6,36.3,90.9,100.04,85.06,2.38,2.5,0,False,2025
48093_2025_007,48093,Comanche,2025-09-21,2025-09-23,3.0,93.68,2025-09-22,105.1,88.5,29.2,88.0,105.08,86.99,5.65,11.65,0,False,2025
48093_2025_008,48093,Comanche,2025-11-14,2025-11-19,6.0,77.96,2025-11-18,89.1,77.5,35.8,68.0,91.94,75.92,9.92,42.43,0,False,2025
48093_2025_009,48093,Comanche,2025-12-23,2025-12-28,6.0,74.82,2025-12-26,88.0,75.0,28.3,60.5,87.98,70.4,14.33,57.19,0,False,2025
48095_2015_001,48095,Concho,2015-04-02,2015-04-03,2.0,77.64,2015-04-03,90.5,76.8,48.5,73.9,90.5,75.63,3.79,4.07,0,False,2015
48095_2016_001,48095,Concho,2016-10-16,2016-10-20,5.0,79.2,2016-10-19,91.5,78.5,39.2,77.0,91.49,77.84,2.25,6.97,0,False,2016
48095_2016_002,48095,Concho,2016-11-02,2016-11-03,2.0,74.98,2016-11-03,84.7,73.7,80.7,72.1,86.99,74.08,2.92,5.3,0,False,2016
48095_2017_001,48095,Concho,2017-01-11,2017-01-12,2.0,63.14,2017-01-12,81.7,63.5,53.0,57.5,81.68,63.75,5.69,10.92,0,False,2017
48095_2017_002,48095,Concho,2017-02-06,2017-02-07,2.0,63.56,2017-02-06,75.5,64.7,29.1,60.4,79.97,64.96,3.12,3.97,0,False,2017
48095_2017_003,48095,Concho,2017-03-18,2017-03-22,5.0,72.53,2017-03-22,88.0,72.7,29.1,71.3,89.0,72.49,1.29,3.98,0,False,2017
48095_2017_004,48095,Concho,2017-09-21,2017-09-22,2.0,87.04,2017-09-21,96.1,84.0,31.8,85.4,96.08,83.34,1.68,1.75,0,False,2017
48095_2017_005,48095,Concho,2017-11-04,2017-11-05,2.0,76.14,2017-11-05,89.0,76.2,28.5,71.6,88.97,74.88,4.55,5.15,0,False,2017
48095_2018_001,48095,Concho,2018-06-29,2018-06-30,2.0,96.91,2018-06-29,102.0,90.5,26.4,93.6,102.02,90.5,3.26,6.11,0,False,2018
48095_2019_001,48095,Concho,2019-02-04,2019-02-07,4.0,70.43,2019-02-06,80.1,70.5,40.1,62.2,80.06,66.76,8.26,14.85,0,False,2019
48095_2019_002,48095,Concho,2019-08-18,2019-08-19,2.0,94.8,2019-08-18,104.0,90.5,22.9,94.3,104.0,90.14,0.53,0.69,0,False,2019
48095_2019_003,48095,Concho,2019-09-26,2019-09-29,4.0,85.14,2019-09-29,91.0,82.5,40.5,83.7,96.98,83.28,1.39,3.44,0,False,2019
48095_2020_001,48095,Concho,2020-05-03,2020-05-04,2.0,84.7,2020-05-03,101.4,84.5,16.6,82.1,101.36,84.03,2.58,3.31,0,False,2020
48095_2020_002,48095,Concho,2020-07-09,2020-07-11,3.0,95.64,2020-07-10,101.4,89.0,26.7,94.0,104.3,89.33,1.67,3.33,0,False,2020
48095_2020_003,48095,Concho,2020-08-29,2020-09-02,5.0,99.36,2020-09-01,102.7,91.0,29.6,91.7,105.08,90.16,7.61,17.85,0,False,2020
48095_2021_001,48095,Concho,2021-12-10,2021-12-11,2.0,65.89,2021-12-10,81.0,67.2,14.8,61.7,85.01,65.73,4.23,6.15,0,False,2021
48095_2021_002,48095,Concho,2021-12-15,2021-12-17,3.0,69.9,2021-12-16,77.0,70.0,48.0,59.0,77.0,67.28,10.87,23.37,0,False,2021
48095_2021_003,48095,Concho,2021-12-24,2021-12-28,5.0,68.22,2021-12-25,84.0,69.5,19.6,58.2,89.06,67.42,10.0,36.61,0,False,2021
48095_2022_001,48095,Concho,2022-03-27,2022-03-29,3.0,75.53,2022-03-28,93.5,76.7,9.5,72.2,93.47,76.16,3.31,8.02,0,False,2022
48095_2022_002,48095,Concho,2022-04-12,2022-04-13,2.0,78.38,2022-04-13,93.9,79.0,10.7,76.8,93.92,78.98,1.59,2.9,0,False,2022
48095_2022_003,48095,Concho,2022-05-08,2022-05-10,3.0,87.49,2022-05-08,105.1,89.1,11.1,83.5,105.08,86.84,3.96,8.72,0,False,2022
48095_2022_004,48095,Concho,2022-11-09,2022-11-10,2.0,70.98,2022-11-09,80.0,71.2,46.7,70.6,79.97,70.74,0.39,0.45,0,False,2022
48095_2022_005,48095,Concho,2022-12-06,2022-12-10,5.0,69.19,2022-12-08,77.5,69.0,54.5,62.7,77.54,67.4,6.46,23.53,0,False,2022
48095_2023_001,48095,Concho,2023-01-02,2023-01-03,2.0,63.33,2023-01-02,80.1,64.3,29.6,59.7,80.06,63.0,3.63,3.72,0,False,2023
48095_2023_002,48095,Concho,2023-01-11,2023-01-12,2.0,65.69,2023-01-11,81.0,67.5,12.0,57.7,80.96,63.95,7.98,8.83,0,False,2023
48095_2023_003,48095,Concho,2023-02-21,2023-02-22,2.0,69.43,2023-02-22,88.5,70.8,16.2,65.0,88.52,68.9,4.46,5.62,0,False,2023
48095_2023_004,48095,Concho,2023-06-26,2023-06-27,2.0,95.59,2023-06-26,109.0,94.3,12.9,93.8,110.03,94.53,1.78,3.54,0,False,2023
48095_2023_005,48095,Concho,2023-07-13,2023-07-14,2.0,95.12,2023-07-13,105.5,91.3,19.5,94.1,105.98,91.26,0.99,1.3,0,False,2023
48095_2023_006,48095,Concho,2023-08-07,2023-08-11,5.0,97.95,2023-08-08,109.0,94.5,16.1,94.7,110.48,93.79,3.29,10.59,0,False,2023
48095_2023_007,48095,Concho,2023-08-13,2023-08-14,2.0,97.07,2023-08-14,106.1,92.3,19.3,94.6,108.5,92.91,2.51,4.49,0,False,2023
48095_2023_008,48095,Concho,2023-09-09,2023-09-10,2.0,94.55,2023-09-09,107.5,92.0,15.5,89.3,107.51,89.26,5.29,5.75,0,False,2023
48095_2023_009,48095,Concho,2023-09-21,2023-09-25,5.0,100.92,2023-09-25,101.0,87.3,50.1,84.8,101.03,85.45,16.14,24.51,0,False,2023
48095_2023_010,48095,Concho,2023-11-08,2023-11-09,2.0,74.09,2023-11-09,90.1,72.8,84.9,70.6,90.5,73.02,3.46,5.48,0,False,2023
48095_2024_001,48095,Concho,2024-02-26,2024-02-27,2.0,72.58,2024-02-27,91.5,72.5,33.5,66.0,91.49,72.14,6.59,11.15,0,False,2024
48095_2024_002,48095,Concho,2024-08-23,2024-08-24,2.0,96.97,2024-08-24,106.0,89.7,27.4,93.4,107.51,90.86,3.55,6.05,0,False,2024
48095_2024_003,48095,Concho,2024-09-20,2024-09-22,3.0,87.55,2024-09-22,93.5,82.5,41.5,85.3,95.54,82.92,2.28,4.09,0,False,2024
48095_2024_004,48095,Concho,2024-10-29,2024-10-31,3.0,75.7,2024-10-29,88.5,75.7,38.1,74.1,88.52,75.01,1.93,4.34,0,False,2024
48095_2024_005,48095,Concho,2024-11-03,2024-11-04,2.0,74.89,2024-11-04,81.0,74.5,38.6,72.2,81.5,74.62,2.67,4.99,0,False,2024
48095_2024_006,48095,Concho,2024-12-16,2024-12-18,3.0,68.35,2024-12-16,80.0,68.5,40.6,60.5,79.97,64.73,7.84,13.12,0,False,2024
48095_2025_001,48095,Concho,2025-02-03,2025-02-04,2.0,68.27,2025-02-04,89.1,68.5,38.0,62.2,89.06,67.12,6.07,7.77,0,False,2025
48095_2025_002,48095,Concho,2025-02-06,2025-02-09,4.0,71.62,2025-02-08,89.5,72.0,15.5,62.8,91.49,68.81,8.78,21.83,0,False,2025
48095_2025_003,48095,Concho,2025-05-25,2025-05-26,2.0,90.11,2025-05-25,98.1,86.0,28.6,88.7,98.06,84.52,1.43,1.99,0,False,2025
48095_2025_004,48095,Concho,2025-09-22,2025-09-24,3.0,92.38,2025-09-24,100.5,83.8,54.8,85.2,100.94,84.83,7.17,13.44,0,False,2025
48095_2025_005,48095,Concho,2025-11-15,2025-11-20,6.0,72.89,2025-11-19,86.5,72.5,50.1,67.9,90.5,71.73,4.99,17.56,0,False,2025
48095_2025_006,48095,Concho,2025-12-24,2025-12-28,5.0,69.79,2025-12-28,84.0,70.0,30.2,60.3,84.47,67.95,9.81,39.27,0,False,2025
48097_2015_001,48097,Cooke,2015-01-28,2015-01-29,2.0,60.78,2015-01-28,79.1,62.3,22.6,57.3,79.07,60.66,3.51,4.26,0,False,2015
48097_2015_002,48097,Cooke,2015-04-01,2015-04-02,2.0,71.91,2015-04-02,81.0,72.2,41.9,71.9,80.96,71.85,0.28,0.29,0,False,2015
48097_2015_003,48097,Cooke,2015-08-06,2015-08-07,2.0,101.2,2015-08-07,102.5,90.5,30.3,98.9,102.47,90.48,2.31,2.79,0,False,2015
48097_2015_004,48097,Cooke,2015-12-12,2015-12-13,2.0,63.03,2015-12-12,73.0,63.3,58.6,58.2,73.04,60.89,4.86,5.57,0,False,2015
48097_2015_005,48097,Cooke,2015-12-23,2015-12-24,2.0,56.08,2015-12-24,68.5,57.5,34.4,55.5,69.53,57.13,0.6,0.74,0,False,2015
48097_2016_001,48097,Cooke,2016-02-19,2016-02-21,3.0,68.72,2016-02-20,77.0,68.0,79.4,63.5,77.0,65.66,5.18,6.63,0,False,2016
48097_2016_002,48097,Cooke,2016-08-12,2016-08-13,2.0,103.47,2016-08-13,104.0,88.5,46.1,98.9,104.0,89.24,4.62,4.95,0,False,2016
48097_2016_003,48097,Cooke,2016-10-16,2016-10-19,4.0,79.24,2016-10-17,87.5,78.5,44.8,75.5,87.53,77.8,3.72,12.02,0,False,2016
48097_2016_004,48097,Cooke,2016-11-01,2016-11-02,2.0,74.49,2016-11-02,82.0,74.0,49.0,71.5,82.94,73.49,3.01,4.24,0,False,2016
48097_2017_001,48097,Cooke,2017-01-11,2017-01-12,2.0,61.25,2017-01-11,75.5,62.5,36.7,55.7,75.47,61.12,5.57,10.06,0,False,2017
48097_2017_002,48097,Cooke,2017-02-06,2017-02-07,2.0,63.41,2017-02-07,77.5,65.3,20.2,59.6,77.54,63.5,3.82,4.97,0,False,2017
48097_2017_003,48097,Cooke,2017-02-11,2017-02-12,2.0,64.41,2017-02-11,80.0,65.5,28.6,60.6,79.97,65.48,3.84,7.18,0,False,2017
48097_2017_004,48097,Cooke,2017-03-19,2017-03-21,3.0,73.42,2017-03-21,87.4,73.7,28.2,69.1,87.44,72.58,4.28,8.83,0,False,2017
48097_2017_005,48097,Cooke,2017-12-03,2017-12-04,2.0,67.72,2017-12-04,80.1,68.0,35.0,61.7,80.06,66.9,6.02,8.72,0,False,2017
48097_2019_001,48097,Cooke,2019-02-04,2019-02-06,3.0,68.3,2019-02-06,75.5,68.0,61.6,59.7,77.45,65.5,8.6,15.97,0,False,2019
48097_2019_002,48097,Cooke,2019-12-26,2019-12-27,2.0,57.82,2019-12-27,67.0,58.8,53.9,56.1,67.55,57.9,1.69,1.9,0,False,2019
48097_2020_001,48097,Cooke,2020-03-26,2020-03-27,2.0,73.97,2020-03-27,81.0,73.7,57.4,70.3,86.54,73.36,3.72,6.3,0,False,2020
48097_2021_001,48097,Cooke,2021-03-11,2021-03-13,3.0,68.89,2021-03-12,73.9,69.2,56.2,67.0,74.48,68.84,1.89,4.31,0,False,2021
48097_2021_002,48097,Cooke,2021-12-03,2021-12-04,2.0,63.51,2021-12-03,75.6,64.3,48.7,62.2,75.56,63.5,1.27,1.69,0,False,2021
48097_2021_003,48097,Cooke,2021-12-14,2021-12-17,4.0,67.37,2021-12-15,76.0,68.0,47.4,56.4,76.01,64.16,10.95,29.08,0,False,2021
48097_2021_004,48097,Cooke,2021-12-24,2021-12-29,6.0,64.98,2021-12-25,78.1,66.3,27.6,55.6,78.08,64.26,9.41,40.31,0,False,2021
48097_2022_001,48097,Cooke,2022-05-08,2022-05-10,3.0,83.53,2022-05-10,87.5,80.7,46.4,78.2,89.51,79.91,5.33,10.54,0,False,2022
48097_2022_002,48097,Cooke,2022-11-08,2022-11-09,2.0,70.64,2022-11-09,76.6,70.8,46.7,69.5,76.55,70.41,1.13,1.44,0,False,2022
48097_2023_001,48097,Cooke,2023-01-01,2023-01-02,2.0,65.27,2023-01-02,76.0,65.5,48.5,57.6,76.01,62.78,7.68,8.19,0,False,2023
48097_2023_002,48097,Cooke,2023-01-11,2023-01-12,2.0,60.99,2023-01-11,80.5,63.0,13.7,55.7,82.04,62.26,5.33,10.57,0,False,2023
48097_2023_003,48097,Cooke,2023-01-16,2023-01-18,3.0,58.42,2023-01-18,69.5,59.8,30.7,55.9,72.5,58.67,2.52,3.23,0,False,2023
48097_2023_004,48097,Cooke,2023-02-21,2023-02-22,2.0,68.2,2023-02-22,81.5,68.5,34.2,63.9,83.57,68.38,4.35,7.94,0,False,2023
48097_2023_005,48097,Cooke,2023-06-20,2023-06-21,2.0,93.63,2023-06-21,93.9,84.7,50.4,91.3,95.54,84.74,2.29,2.35,0,False,2023
48097_2023_006,48097,Cooke,2023-09-23,2023-09-24,2.0,92.67,2023-09-24,98.1,86.0,35.8,87.9,98.06,85.37,4.78,5.41,0,False,2023
48097_2023_007,48097,Cooke,2023-11-07,2023-11-08,2.0,72.63,2023-11-08,83.5,72.7,36.5,69.9,83.48,71.87,2.7,2.99,0,False,2023
48097_2023_008,48097,Cooke,2023-12-22,2023-12-23,2.0,58.65,2023-12-23,62.5,59.5,69.3,56.1,62.51,58.62,2.55,2.65,0,False,2023
48097_2024_001,48097,Cooke,2024-02-26,2024-02-27,2.0,69.16,2024-02-27,85.5,69.3,39.2,64.0,87.98,69.26,5.14,9.56,0,False,2024
48097_2024_002,48097,Cooke,2024-03-03,2024-03-04,2.0,69.8,2024-03-04,80.0,70.0,37.8,64.4,79.97,68.36,5.44,6.87,0,False,2024
48097_2024_003,48097,Cooke,2024-06-25,2024-06-26,2.0,93.21,2024-06-26,93.9,86.0,37.4,92.7,96.08,86.0,0.52,0.84,0,False,2024
48097_2024_004,48097,Cooke,2024-07-01,2024-07-02,2.0,95.19,2024-07-01,98.1,88.1,35.6,93.5,98.06,88.02,1.65,2.49,0,False,2024
48097_2024_005,48097,Cooke,2024-07-04,2024-07-05,2.0,107.14,2024-07-05,100.0,87.5,67.7,94.3,100.04,87.53,12.83,15.44,0,False,2024
48097_2024_006,48097,Cooke,2024-09-20,2024-09-22,3.0,92.73,2024-09-21,100.0,87.5,33.3,88.4,100.04,86.36,4.32,8.32,0,False,2024
48097_2024_007,48097,Cooke,2024-10-23,2024-10-26,4.0,78.57,2024-10-24,91.0,79.0,23.3,74.0,91.04,76.26,4.53,8.85,0,False,2024
48097_2024_008,48097,Cooke,2024-10-29,2024-10-30,2.0,78.36,2024-10-30,84.0,77.5,43.1,72.4,87.98,77.76,5.98,11.23,0,False,2024
48097_2024_009,48097,Cooke,2024-12-16,2024-12-17,2.0,59.82,2024-12-16,68.0,60.5,50.5,56.7,73.94,60.26,3.12,6.11,0,False,2024
48097_2025_001,48097,Cooke,2025-02-03,2025-02-04,2.0,66.76,2025-02-04,82.0,66.6,63.8,59.6,82.04,64.26,7.18,7.88,0,False,2025
48097_2025_002,48097,Cooke,2025-04-13,2025-04-14,2.0,74.09,2025-04-13,90.0,75.0,22.7,73.4,90.03,74.47,0.73,0.87,2,True,2025
48097_2025_003,48097,Cooke,2025-11-15,2025-11-16,2.0,69.29,2025-11-16,84.0,69.5,35.7,67.6,84.02,69.53,1.74,2.94,0,False,2025
48097_2025_004,48097,Cooke,2025-11-18,2025-11-20,3.0,76.44,2025-11-19,86.0,76.0,39.8,66.7,86.0,73.67,9.72,22.18,0,False,2025
48097_2025_005,48097,Cooke,2025-12-23,2025-12-28,6.0,70.37,2025-12-27,82.9,71.0,34.6,57.6,82.94,67.67,12.76,59.72,0,False,2025
48099_2015_001,48099,Coryell,2015-10-11,2015-10-12,2.0,88.09,2015-10-12,99.5,85.8,21.2,79.4,99.5,83.14,8.65,9.41,0,False,2015
48099_2016_001,48099,Coryell,2016-02-19,2016-02-21,3.0,69.85,2016-02-20,73.5,69.3,68.6,66.1,80.51,68.42,3.72,7.38,0,False,2016
48099_2016_002,48099,Coryell,2016-03-14,2016-03-15,2.0,73.52,2016-03-15,87.5,74.0,21.7,70.8,90.5,73.13,2.77,3.1,0,False,2016
48099_2016_003,48099,Coryell,2016-06-11,2016-06-18,8.0,95.68,2016-06-14,93.5,85.5,49.1,90.0,97.52,84.59,5.71,17.76,0,False,2016
48099_2016_004,48099,Coryell,2016-07-02,2016-07-09,8.0,97.26,2016-07-07,99.0,87.2,38.7,92.7,98.96,86.33,4.55,23.51,0,False,2016
48099_2016_005,48099,Coryell,2016-07-23,2016-07-25,3.0,95.63,2016-07-25,99.5,87.3,32.6,94.1,100.49,87.83,1.5,2.97,0,False,2016
48099_2016_006,48099,Coryell,2016-09-17,2016-09-20,4.0,93.61,2016-09-19,98.0,86.0,36.7,88.2,97.97,84.55,5.39,9.61,0,False,2016
48099_2016_007,48099,Coryell,2016-09-23,2016-09-24,2.0,88.6,2016-09-24,92.0,83.0,44.8,87.0,92.03,82.78,1.62,1.91,0,False,2016
48099_2016_008,48099,Coryell,2016-10-16,2016-10-19,4.0,84.76,2016-10-19,91.0,80.7,48.1,77.8,91.04,80.24,6.92,18.61,0,False,2016
48099_2016_009,48099,Coryell,2016-11-01,2016-11-03,3.0,80.55,2016-11-02,85.5,79.7,45.5,73.9,87.98,76.65,6.62,10.55,0,False,2016
48099_2016_010,48099,Coryell,2016-12-24,2016-12-28,5.0,72.74,2016-12-25,79.0,72.7,48.0,60.4,83.03,68.04,12.36,34.43,0,False,2016
48099_2017_001,48099,Coryell,2017-01-10,2017-01-12,3.0,71.22,2017-01-12,76.5,71.0,50.4,60.4,78.53,68.75,10.82,22.37,0,False,2017
48099_2017_002,48099,Coryell,2017-02-06,2017-02-07,2.0,73.67,2017-02-06,82.5,73.5,49.0,62.6,82.49,70.88,11.07,15.28,0,False,2017
48099_2017_003,48099,Coryell,2017-02-11,2017-02-12,2.0,72.0,2017-02-11,85.0,72.2,35.9,63.9,85.01,69.48,8.06,9.81,0,False,2017
48099_2017_004,48099,Coryell,2017-02-18,2017-02-19,2.0,68.38,2017-02-19,78.5,68.5,44.5,66.1,83.03,68.88,2.24,4.34,0,False,2017
48099_2017_005,48099,Coryell,2017-02-27,2017-02-28,2.0,70.16,2017-02-28,81.0,70.0,51.8,66.5,80.96,69.37,3.71,5.5,0,False,2017
48099_2017_006,48099,Coryell,2017-03-19,2017-03-20,2.0,73.2,2017-03-19,85.0,73.5,36.4,71.8,85.01,73.24,1.39,2.64,0,False,2017
48099_2017_007,48099,Coryell,2017-06-14,2017-06-16,3.0,94.13,2017-06-14,93.9,85.5,44.8,90.3,98.06,86.51,3.85,8.97,0,False,2017
48099_2017_008,48099,Coryell,2017-06-22,2017-06-24,3.0,104.58,2017-06-24,100.0,87.0,65.6,92.6,100.94,87.83,11.98,17.79,0,False,2017
48099_2017_009,48099,Coryell,2017-07-02,2017-07-03,2.0,94.79,2017-07-03,98.1,86.0,38.7,93.0,98.06,86.0,1.74,2.21,0,False,2017
48099_2017_010,48099,Coryell,2017-07-07,2017-07-10,4.0,94.87,2017-07-09,98.1,86.5,34.9,93.7,98.96,86.76,1.2,3.45,0,False,2017
48099_2017_011,48099,Coryell,2017-07-16,2017-07-17,2.0,95.11,2017-07-16,98.1,86.5,36.7,94.0,98.06,86.54,1.13,1.96,0,False,2017
48099_2017_012,48099,Coryell,2017-07-23,2017-07-25,3.0,101.25,2017-07-23,102.0,90.0,33.0,94.0,102.02,89.39,7.26,14.16,0,False,2017
48099_2017_013,48099,Coryell,2017-08-06,2017-08-07,2.0,97.64,2017-08-06,99.0,87.4,35.8,95.5,98.96,85.96,2.13,2.46,0,False,2017
48099_2017_014,48099,Coryell,2017-08-10,2017-08-13,4.0,97.96,2017-08-12,99.0,88.5,35.2,95.3,100.94,87.89,2.62,7.14,0,False,2017
48099_2017_015,48099,Coryell,2017-09-20,2017-09-22,3.0,91.09,2017-09-20,97.5,86.0,36.0,88.3,97.52,84.99,2.98,6.06,0,False,2017
48099_2017_016,48099,Coryell,2017-11-02,2017-11-06,5.0,78.7,2017-11-05,86.5,78.0,45.9,73.4,92.03,76.41,5.29,15.77,0,False,2017
